2 4 3 4 0.770708
2 5 3 5 0.691305
2 6 3 6 0.786241
2 7 3 7 0.722856
2 5 4 5 1.01943
2 6 4 4 1.57886
2 7 4 4 0.866925
2 6 5 5 1.54694
2 7 5 7 0.458848
2 7 6 7 1.48328
4 8 9 9 3.98682
4 4 7 4 4.67325
4 3 8 3 2.29081
4 3 7 3 1.93015
4 7 9 7 1.3954
4 6 7 7 2.45891
4 9 10 10 2.33072
4 7 11 7 1.05151
4 3 12 3 1.68878
4 1 3 1 1.28245
4 1 4 1 0.970809
4 6 10 10 1.6668
4 4 9 4 1.26627
4 5 6 6 1.13837
4 1 12 1 2.77843
4 6 8 6 1.46707
4 1 9 1 0.993792
4 2 3 2 1.69802
4 1 7 1 1.27439
4 1 5 1 0.897438
4 9 12 9 1.60166
4 5 8 5 2.49892
4 2 11 2 3.36203
4 4 11 4 2.50667
4 4 8 4 0.931584
4 1 11 1 1.03385
4 2 6 2 1.08106
4 3 5 3 0.778388
4 9 11 9 1.06683
4 10 12 10 1.72261
4 7 10 10 1.96241
4 5 12 5 4.11483
4 4 6 6 0.954683
4 2 5 2 1.24861
4 4 12 12 1.60281
4 3 9 3 0.673924
4 6 12 6 1.41089
4 1 2 1 1.91412
4 2 9 2 1.37844
4 3 6 3 5.49778
4 4 5 4 3.3154
4 2 8 2 0.618113
4 5 7 5 1.97757
4 2 4 2 1.53944
4 5 9 5 1.6012
4 5 10 10 1.12999
4 5 11 5 0.842016
4 3 4 3 0.722598
4 2 12 2 0.746441
4 8 10 10 0.907165
4 3 10 3 2.18635
4 4 10 10 1.45741
4 10 11 10 0.782909
4 1 8 1 1.17807
4 8 11 8 2.25808
4 6 11 6 1.4504
4 2 7 2 2.82601
4 1 6 1 1.62614
4 8 12 12 0.946307
4 11 12 12 1.4743
4 6 9 6 1.30695
4 2 10 10 0.730813
4 1 10 1 0.722024
4 3 11 3 1.14474
4 7 12 7 1.97783
4 7 8 7 1.39367
4 2 1 2 2.53819
4 3 1 1 0.706884
4 4 1 1 4.92982
4 5 1 1 0.906977
4 6 1 1 0.91388
4 7 1 1 1.17072
4 3 2 2 1.28216
4 4 2 2 1.01851
4 5 2 2 0.770684
4 6 2 6 1.08236
4 7 2 2 0.96951
4 4 3 3 1.23392
4 5 3 5 1.1625
4 6 3 6 1.25014
4 7 3 3 1.15563
4 5 4 5 0.673379
4 6 4 6 1.01874
4 7 4 4 0.866622
4 6 5 6 0.698884
4 7 5 7 1.58633
4 7 6 7 1.25
3 5 9 9 37.3659
3 5 10 5 2.1064
3 2 11 11 2.99461
3 4 12 4 1.81019
3 2 5 2 1.15472
3 8 10 10 1.11549
3 4 7 4 1.46536
3 3 10 10 1.47462
3 2 7 2 0.802029
3 4 8 8 1.1787
3 1 5 1 0.754616
3 1 9 9 1.37933
3 1 4 1 0.864863
3 5 11 5 1.72229
3 1 2 1 1.81883
3 7 10 7 1.2586
3 2 8 2 2.14655
3 7 8 7 2.29053
3 5 6 6 0.818172
3 2 6 6 1.76279
3 2 9 9 2.20303
3 4 5 5 2.56304
3 1 3 3 2.01019
3 6 11 11 1.23212
3 10 11 10 1.4406
3 3 7 7 2.09097
3 1 12 1 0.595728
3 5 7 7 1.00073
3 7 11 7 1.40346
3 3 9 9 0.738191
3 3 12 3 0.84164
3 2 4 2 1.22748
3 4 6 6 1.51435
3 2 10 10 0.000959879
3 9 11 11 0.00097996
3 9 12 12 0.000979068
3 6 9 9 1.0185
3 9 10 9 1.04234
3 3 6 6 2.09158
3 3 5 3 0.827293
3 10 12 12 0.832976
3 11 12 12 0.642381
3 2 3 2 1.21907
3 6 10 10 1.00252
3 1 8 1 0.89789
3 4 11 11 0.786398
3 1 7 7 7.59525
3 1 11 1 0.793333
3 7 12 12 0.802055
3 6 8 6 0.65793
3 5 12 12 0.778612
3 7 9 7 0.65923
3 6 7 7 0.426441
3 6 12 6 0.587312
3 8 12 12 0.578419
3 8 9 8 0.642925
3 3 11 11 0.46572
3 5 8 5 0.570247
3 1 10 10 0.666397
3 1 6 1 0.531298
3 3 8 3 1.21852
3 2 12 12 1.17175
3 8 11 11 1.3217
3 4 9 9 0.889335
3 3 4 3 1.21125
3 4 10 10 0.731867
3 2 1 2 0.777673
3 3 1 1 2.75216
3 4 1 4 1.30095
3 5 1 1 0.936152
3 6 1 1 0.53107
3 7 1 7 0.891224
3 3 2 2 1.17992
3 4 2 2 0.522259
3 5 2 2 0.713646
3 6 2 2 0.659084
3 7 2 2 0.650045
3 4 3 3 0.786507
3 5 3 3 0.562185
3 6 3 3 0.795316
3 7 3 3 0.483245
3 5 4 4 2.76939
3 6 4 6 0.882135
3 7 4 7 1.36246
3 6 5 6 0.729798
3 7 5 7 1.62657
3 7 6 6 11.0672
